epoch,train_loss,val_loss,val_rmse
1,1.372557772908892,0.3246197540026445,0.5697541171440926
2,1.3129218396686373,0.44148849294735837,0.664446004538637
3,1.2943373112451462,0.43267444234627944,0.6577799345877612
