epoch,train_loss,val_loss,val_rmse
1,1.4194004933039348,0.48888187454296994,0.699200882824793
2,1.293901667140779,0.37325284343499404,0.610944222850985
3,1.2844534692310152,0.35730819747998166,0.5977526223112548
4,1.2500153848103115,0.39573148351449233,0.629071922370163
5,1.2685076940627324,0.3547488313454848,0.5956079510428691
