epoch,train_loss,val_loss,val_rmse,val_mae,val_mape
1,1.3944915186791194,0.5158925652503967,0.7182566151803941,0.4548119306564331,55.0433464050293
2,1.2720718883332751,0.3500269651412964,0.5916307675749263,0.3533743619918823,69.13243865966797
3,1.26238256976718,0.3640652000904083,0.6033781567892629,0.3641272187232971,67.2955093383789
4,1.2341852159727187,0.42190513014793396,0.6495422466229075,0.40161487460136414,62.005645751953125
5,1.2370708556402297,0.4026254415512085,0.6345277311128399,0.3919135630130768,63.97616195678711
6,1.2194071928660075,0.36239323019981384,0.6019910549167768,0.362853467464447,68.43537902832031
7,1.2127621650695801,0.34394723176956177,0.586470145676284,0.3499651551246643,69.9837646484375
8,1.2168495961597987,0.35760077834129333,0.5979973062993623,0.35394173860549927,68.78954315185547
9,1.2129413377671014,0.35340365767478943,0.5944776342931578,0.3528597056865692,69.11701965332031
10,1.2006130547750564,0.35780981183052063,0.5981720587176574,0.35651925206184387,69.15448760986328
11,1.202624842098781,0.3589187562465668,0.5990982859653053,0.3553840219974518,69.92052459716797
12,1.19922795409248,0.3512582778930664,0.5926704631522195,0.3518936336040497,70.17901611328125
13,1.195614512761434,0.34863609075546265,0.5904541394176711,0.3518688380718231,69.92711639404297
14,1.1874141034625825,0.3610999584197998,0.6009159329055935,0.36041074991226196,68.84907531738281
15,1.1933628207161313,0.3741590082645416,0.6116853833994578,0.3692021369934082,67.68745422363281
16,1.1858528965995425,0.3845899701118469,0.6201531827797443,0.3764394521713257,67.27132415771484
17,1.1802386465526762,0.3680914640426636,0.6067054178451545,0.36563074588775635,68.5052719116211
18,1.185372329325903,0.3360934555530548,0.5797356773160117,0.34000107645988464,72.23141479492188
19,1.180285204024542,0.34747573733329773,0.5894707264430505,0.34967005252838135,71.30016326904297
20,1.1852186906905402,0.3595721125602722,0.5996433211170389,0.3594804108142853,69.72919464111328
21,1.1760287704921903,0.41036778688430786,0.6405995526725786,0.39242494106292725,65.52666473388672
22,1.1787533112934658,0.4288143515586853,0.6548391799202956,0.4018973708152771,64.1086196899414
23,1.1746789761951992,0.3639543950557709,0.6032863292465451,0.35972338914871216,69.4909896850586
24,1.172033211163112,0.3632030189037323,0.6026632715735482,0.3613317310810089,69.53507995605469
25,1.1570870308648973,0.36298948526382446,0.6024860871952351,0.35777488350868225,70.45064544677734
