epoch,train_loss,val_loss,val_rmse,val_mae,val_mape
1,2.0489437046505157,0.362382709980011,0.6019823169994373,0.31694573163986206,72.88983154296875
2,1.2393732002803257,0.6490542888641357,0.8056390561933648,0.4983123540878296,52.11522674560547
3,1.345687752678281,0.7419230937957764,0.8613495769986634,0.5184301733970642,50.28827667236328
4,1.3173784153802055,0.45460250973701477,0.6742421743980532,0.409211665391922,63.054443359375
5,1.2219901073546637,0.3092826306819916,0.5561318464914516,0.3134273886680603,74.2724380493164
6,1.2324577865146455,0.30582237243652344,0.5530120906784258,0.291159451007843,76.96939086914062
7,1.2408846321560087,0.34627705812454224,0.5884531061389193,0.33336174488067627,72.80582427978516
8,1.2230073843683515,0.36999478936195374,0.6082719698966522,0.3622828722000122,69.81450653076172
9,1.2102032911209832,0.38347354531288147,0.6192524084029722,0.369784951210022,68.65983581542969
10,1.219616673106239,0.3793957829475403,0.6159511205830706,0.369180828332901,67.64412689208984
11,1.2152420316423689,0.36069321632385254,0.6005774024418938,0.35994598269462585,68.79142761230469
12,1.2071101903915404,0.3539436161518097,0.5949316062807638,0.35454505681991577,69.594482421875
13,1.2030697550092424,0.3489365875720978,0.5907085470619989,0.3502281606197357,70.79457092285156
14,1.204963441122146,0.38094785809516907,0.6172097359043918,0.37327179312705994,68.15081024169922
15,1.1939189479464576,0.3910312056541443,0.6253248800856593,0.37993431091308594,67.12272644042969
16,1.2023395288558234,0.36214932799339294,0.6017884412261446,0.3585929274559021,69.77864837646484
17,1.1895383516947429,0.3261443078517914,0.5710904550522548,0.3237307667732239,74.73250579833984
18,1.194690998395284,0.33315184712409973,0.5771930761227995,0.33366644382476807,73.80625915527344
19,1.1820673499788557,0.3824806213378906,0.6184501769244558,0.37503781914711,67.60606384277344
20,1.1868730397451492,0.42792510986328125,0.6541598503907751,0.4047406315803528,63.48903274536133
21,1.1828301531927927,0.38381028175354004,0.6195242382292561,0.3760565221309662,67.66341400146484
22,1.1847760359446207,0.35862019658088684,0.598849059931538,0.35473790764808655,71.07705688476562
23,1.1836276690165202,0.38266170024871826,0.6185965569324794,0.3711138963699341,69.40557861328125
24,1.1838951150576273,0.3923504054546356,0.6263788034844695,0.3800933063030243,68.24956512451172
25,1.1664125743366422,0.35773488879203796,0.5981094287770742,0.35323116183280945,71.54947662353516
